suburb_group,apartment_type,bedrooms,postcodes,horizon,label,anchor_median,prediction,lower,upper
Albert Park-Middle Park-West St Kilda,flat,1,3206.0,1,2025 Q4,450.0,454.43,437.13,471.72
Albert Park-Middle Park-West St Kilda,flat,2,3206.0,1,2025 Q4,643.0,645.99,628.7,663.28
Albert Park-Middle Park-West St Kilda,flat,3,3206.0,1,2025 Q4,825.0,815.51,798.22,832.81
Albert Park-Middle Park-West St Kilda,house,2,3206.0,1,2025 Q4,760.0,761.44,744.15,778.73
Albert Park-Middle Park-West St Kilda,house,3,3206.0,1,2025 Q4,1150.0,1151.84,1134.54,1169.13
Albert Park-Middle Park-West St Kilda,house,4,3206.0,1,2025 Q4,1400.0,1397.21,1379.92,1414.5
Altona,flat,1,3018.0,1,2025 Q4,385.0,389.19,371.9,406.48
Altona,flat,2,3018.0,1,2025 Q4,475.0,478.24,460.94,495.53
Altona,flat,3,3018.0,1,2025 Q4,550.0,552.72,535.42,570.01
Altona,house,2,3018.0,1,2025 Q4,490.0,493.01,475.72,510.3
Altona,house,3,3018.0,1,2025 Q4,530.0,533.68,516.39,550.97
Altona,house,4,3018.0,1,2025 Q4,580.0,583.71,566.42,601.0
Armadale,flat,1,3143.0,1,2025 Q4,450.0,454.31,437.02,471.6
Armadale,flat,2,3143.0,1,2025 Q4,650.0,654.49,637.19,671.78
Armadale,flat,3,3143.0,1,2025 Q4,1000.0,1006.5,989.21,1023.79
Armadale,house,2,3143.0,1,2025 Q4,830.0,836.56,819.27,853.85
Armadale,house,3,3143.0,1,2025 Q4,1100.0,1099.38,1082.09,1116.67
Armadale,house,4,3143.0,1,2025 Q4,1738.0,1751.77,1734.48,1769.07
Aspendale-Chelsea-Carrum,flat,1,3195.0,1,2025 Q4,435.0,437.53,420.24,454.83
Aspendale-Chelsea-Carrum,flat,2,3195.0,1,2025 Q4,545.0,549.53,532.23,566.82
Aspendale-Chelsea-Carrum,flat,3,3195.0,1,2025 Q4,675.0,678.65,661.36,695.94
Aspendale-Chelsea-Carrum,house,2,3195.0,1,2025 Q4,550.0,553.35,536.06,570.65
Aspendale-Chelsea-Carrum,house,3,3195.0,1,2025 Q4,680.0,683.27,665.98,700.56
Aspendale-Chelsea-Carrum,house,4,3195.0,1,2025 Q4,870.0,872.5,855.21,889.79
Bairnsdale,flat,1,3860.0,1,2025 Q4,290.0,292.28,274.98,309.57
Bairnsdale,flat,2,3860.0,1,2025 Q4,370.0,373.55,356.26,390.84
Bairnsdale,flat,3,3860.0,1,2025 Q4,458.0,462.1,444.81,479.39
Bairnsdale,house,2,3860.0,1,2025 Q4,390.0,393.11,375.82,410.4
Bairnsdale,house,3,3860.0,1,2025 Q4,460.0,463.33,446.04,480.63
Bairnsdale,house,4,3860.0,1,2025 Q4,550.0,552.91,535.62,570.2
Ballarat,flat,1,3350.0,1,2025 Q4,285.0,287.55,270.26,304.85
Ballarat,flat,2,3350.0,1,2025 Q4,360.0,362.99,345.7,380.28
Ballarat,flat,3,3350.0,1,2025 Q4,400.0,403.13,385.84,420.42
Ballarat,house,2,3350.0,1,2025 Q4,360.0,362.77,345.48,380.06
Ballarat,house,3,3350.0,1,2025 Q4,410.0,413.75,396.46,431.05
Ballarat,house,4,3350.0,1,2025 Q4,475.0,479.41,462.11,496.7
Balwyn,flat,1,3103.0,1,2025 Q4,500.0,504.03,486.74,521.32
Balwyn,flat,2,3103.0,1,2025 Q4,588.0,591.79,574.49,609.08
Balwyn,flat,3,3103.0,1,2025 Q4,798.0,800.52,783.23,817.82
Balwyn,house,2,3103.0,1,2025 Q4,570.0,573.77,556.48,591.07
Balwyn,house,3,3103.0,1,2025 Q4,750.0,754.97,737.68,772.26
Balwyn,house,4,3103.0,1,2025 Q4,1000.0,1000.61,983.32,1017.9
Bayswater,flat,1,3153.0,1,2025 Q4,393.0,396.98,379.68,414.27
Bayswater,flat,2,3153.0,1,2025 Q4,493.0,497.12,479.83,514.42
Bayswater,flat,3,3153.0,1,2025 Q4,590.0,592.93,575.64,610.22
Bayswater,house,2,3153.0,1,2025 Q4,500.0,502.56,485.27,519.85
Bayswater,house,3,3153.0,1,2025 Q4,590.0,594.2,576.91,611.49
Bayswater,house,4,3153.0,1,2025 Q4,675.0,678.83,661.54,696.12
Belmont-Grovedale,flat,1,3216.0,1,2025 Q4,340.0,344.15,326.86,361.44
Belmont-Grovedale,flat,2,3216.0,1,2025 Q4,430.0,433.46,416.17,450.75
Belmont-Grovedale,flat,3,3216.0,1,2025 Q4,500.0,503.79,486.5,521.08
Belmont-Grovedale,house,2,3216.0,1,2025 Q4,450.0,453.44,436.15,470.73
Belmont-Grovedale,house,3,3216.0,1,2025 Q4,500.0,504.0,486.71,521.29
Belmont-Grovedale,house,4,3216.0,1,2025 Q4,550.0,554.56,537.27,571.85
Benalla,flat,1,3672.0,1,2025 Q4,305.0,310.48,293.19,327.77
Benalla,flat,2,3672.0,1,2025 Q4,370.0,373.38,356.09,390.67
Benalla,house,2,3672.0,1,2025 Q4,380.0,382.95,365.65,400.24
Benalla,house,3,3672.0,1,2025 Q4,450.0,453.12,435.83,470.41
Benalla,house,4,3672.0,1,2025 Q4,570.0,574.73,557.44,592.03
Bendigo,flat,1,3550.0,1,2025 Q4,330.0,334.03,316.74,351.32
Bendigo,flat,2,3550.0,1,2025 Q4,400.0,402.51,385.22,419.8
Bendigo,house,2,3550.0,1,2025 Q4,470.0,473.77,456.48,491.06
Bendigo,house,3,3550.0,1,2025 Q4,480.0,483.99,466.7,501.28
Bendigo,house,4,3550.0,1,2025 Q4,580.0,586.89,569.6,604.18
Bentleigh,flat,1,3204.0,1,2025 Q4,405.0,409.23,391.94,426.53
Bentleigh,flat,2,3204.0,1,2025 Q4,590.0,594.58,577.29,611.87
Bentleigh,flat,3,3204.0,1,2025 Q4,750.0,752.3,735.01,769.59
Bentleigh,house,2,3204.0,1,2025 Q4,600.0,603.09,585.79,620.38
Bentleigh,house,3,3204.0,1,2025 Q4,735.0,738.47,721.18,755.76
Bentleigh,house,4,3204.0,1,2025 Q4,1025.0,1026.83,1009.54,1044.12
Berwick,flat,2,3806.0,1,2025 Q4,500.0,503.36,486.07,520.66
Berwick,flat,3,3806.0,1,2025 Q4,550.0,554.35,537.05,571.64
Berwick,house,2,3806.0,1,2025 Q4,490.0,492.73,475.44,510.02
Berwick,house,3,3806.0,1,2025 Q4,560.0,563.22,545.93,580.51
Berwick,house,4,3806.0,1,2025 Q4,620.0,623.14,605.85,640.43
Blackburn,flat,1,3130.0,1,2025 Q4,460.0,462.86,445.56,480.15
Blackburn,flat,2,3130.0,1,2025 Q4,550.0,552.7,535.4,569.99
Blackburn,flat,3,3130.0,1,2025 Q4,644.0,646.01,628.72,663.31
Blackburn,house,2,3130.0,1,2025 Q4,550.0,552.37,535.08,569.67
Blackburn,house,3,3130.0,1,2025 Q4,620.0,624.03,606.74,641.32
Blackburn,house,4,3130.0,1,2025 Q4,800.0,805.33,788.04,822.62
Boronia,flat,1,3155.0,1,2025 Q4,400.0,401.59,384.3,418.88
Boronia,flat,2,3155.0,1,2025 Q4,500.0,503.43,486.14,520.73
Boronia,flat,3,3155.0,1,2025 Q4,600.0,603.42,586.13,620.72
Boronia,house,2,3155.0,1,2025 Q4,520.0,526.06,508.77,543.35
Boronia,house,3,3155.0,1,2025 Q4,590.0,594.27,576.98,611.57
Boronia,house,4,3155.0,1,2025 Q4,680.0,684.38,667.09,701.67
Box Hill,flat,1,3128.0,1,2025 Q4,490.0,492.57,475.28,509.86
Box Hill,flat,2,3128.0,1,2025 Q4,610.0,612.86,595.57,630.15
Box Hill,flat,3,3128.0,1,2025 Q4,710.0,712.32,695.03,729.61
Box Hill,house,2,3128.0,1,2025 Q4,540.0,544.92,527.63,562.21
Box Hill,house,3,3128.0,1,2025 Q4,650.0,654.27,636.98,671.56
Box Hill,house,4,3128.0,1,2025 Q4,808.0,811.33,794.04,828.63
Brighton,flat,1,3186.0,1,2025 Q4,498.0,506.81,489.52,524.1
Brighton,flat,2,3186.0,1,2025 Q4,680.0,686.39,669.09,703.68
Brighton,flat,3,3186.0,1,2025 Q4,1000.0,1003.61,986.32,1020.9
Brighton,house,2,3186.0,1,2025 Q4,760.0,763.3,746.01,780.6
Brighton,house,3,3186.0,1,2025 Q4,1150.0,1152.11,1134.82,1169.4
Brighton,house,4,3186.0,1,2025 Q4,1650.0,1649.77,1632.48,1667.07
Brighton East,flat,2,3187.0,1,2025 Q4,630.0,634.56,617.27,651.85
Brighton East,flat,3,3187.0,1,2025 Q4,738.0,739.71,722.42,757.0
Brighton East,house,2,3187.0,1,2025 Q4,690.0,694.61,677.32,711.9
Brighton East,house,3,3187.0,1,2025 Q4,940.0,945.54,928.25,962.83
Brighton East,house,4,3187.0,1,2025 Q4,1295.0,1288.11,1270.82,1305.4
Broadmeadows-Roxburgh Park,flat,1,3047.0,1,2025 Q4,325.0,326.42,309.13,343.71
Broadmeadows-Roxburgh Park,flat,2,3047.0,1,2025 Q4,470.0,472.54,455.24,489.83
Broadmeadows-Roxburgh Park,flat,3,3047.0,1,2025 Q4,520.0,523.62,506.33,540.92
Broadmeadows-Roxburgh Park,house,2,3047.0,1,2025 Q4,460.0,462.33,445.04,479.62
Broadmeadows-Roxburgh Park,house,3,3047.0,1,2025 Q4,506.0,509.25,491.96,526.54
Broadmeadows-Roxburgh Park,house,4,3047.0,1,2025 Q4,600.0,602.99,585.7,620.28
Brunswick,flat,1,3056.0,1,2025 Q4,460.0,463.99,446.7,481.29
Brunswick,flat,2,3056.0,1,2025 Q4,600.0,604.22,586.92,621.51
Brunswick,flat,3,3056.0,1,2025 Q4,840.0,843.67,826.38,860.96
Brunswick,house,2,3056.0,1,2025 Q4,660.0,663.21,645.92,680.5
Brunswick,house,3,3056.0,1,2025 Q4,850.0,852.71,835.42,870.0
Brunswick,house,4,3056.0,1,2025 Q4,1000.0,1000.28,982.99,1017.57
Bulleen-Templestowe-Doncaster,flat,1,3108.0,1,2025 Q4,480.0,482.54,465.24,499.83
Bulleen-Templestowe-Doncaster,flat,2,3108.0,1,2025 Q4,595.0,598.15,580.86,615.44
Bulleen-Templestowe-Doncaster,flat,3,3108.0,1,2025 Q4,720.0,723.12,705.83,740.41
Bulleen-Templestowe-Doncaster,house,2,3108.0,1,2025 Q4,570.0,573.91,556.61,591.2
Bulleen-Templestowe-Doncaster,house,3,3108.0,1,2025 Q4,660.0,664.01,646.72,681.3
Bulleen-Templestowe-Doncaster,house,4,3108.0,1,2025 Q4,820.0,823.69,806.4,840.98
Bundoora-Greensborough-Hurstbridge,flat,1,3088.0,1,2025 Q4,420.0,423.01,405.72,440.31
Bundoora-Greensborough-Hurstbridge,flat,2,3088.0,1,2025 Q4,490.0,492.82,475.53,510.11
Bundoora-Greensborough-Hurstbridge,flat,3,3088.0,1,2025 Q4,580.0,582.39,565.1,599.68
Bundoora-Greensborough-Hurstbridge,house,2,3088.0,1,2025 Q4,500.0,502.38,485.09,519.67
Bundoora-Greensborough-Hurstbridge,house,3,3088.0,1,2025 Q4,570.0,573.77,556.48,591.06
Bundoora-Greensborough-Hurstbridge,house,4,3088.0,1,2025 Q4,600.0,603.5,586.21,620.79
Burwood-Ashburton,flat,1,3125.0,1,2025 Q4,450.0,456.88,439.59,474.17
Burwood-Ashburton,flat,2,3125.0,1,2025 Q4,570.0,573.47,556.18,590.76
Burwood-Ashburton,flat,3,3125.0,1,2025 Q4,720.0,723.21,705.92,740.5
Burwood-Ashburton,house,2,3125.0,1,2025 Q4,580.0,583.56,566.27,600.86
Burwood-Ashburton,house,3,3125.0,1,2025 Q4,650.0,652.84,635.55,670.13
Burwood-Ashburton,house,4,3125.0,1,2025 Q4,878.0,880.85,863.56,898.14
CBD-St Kilda Rd,flat,1,,1,2025 Q4,560.0,563.97,546.68,581.26
CBD-St Kilda Rd,flat,2,,1,2025 Q4,735.0,738.37,721.08,755.66
CBD-St Kilda Rd,flat,3,,1,2025 Q4,1050.0,1048.54,1031.25,1065.83
Camberwell-Glen Iris,flat,1,3124.0,1,2025 Q4,440.0,443.93,426.64,461.22
Camberwell-Glen Iris,flat,2,3124.0,1,2025 Q4,600.0,604.56,587.27,621.85
Camberwell-Glen Iris,flat,3,3124.0,1,2025 Q4,815.0,817.18,799.89,834.48
Camberwell-Glen Iris,house,2,3124.0,1,2025 Q4,660.0,663.29,646.0,680.58
Camberwell-Glen Iris,house,3,3124.0,1,2025 Q4,838.0,840.92,823.63,858.21
Camberwell-Glen Iris,house,4,3124.0,1,2025 Q4,1195.0,1196.31,1179.02,1213.6
Canterbury-Surrey Hills-Mont Albert,flat,1,3127.0,1,2025 Q4,450.0,455.11,437.81,472.4
Canterbury-Surrey Hills-Mont Albert,flat,2,3127.0,1,2025 Q4,570.0,574.34,557.05,591.63
Canterbury-Surrey Hills-Mont Albert,flat,3,3127.0,1,2025 Q4,740.0,741.42,724.13,758.71
Canterbury-Surrey Hills-Mont Albert,house,2,3127.0,1,2025 Q4,620.0,623.98,606.69,641.27
Canterbury-Surrey Hills-Mont Albert,house,3,3127.0,1,2025 Q4,800.0,804.65,787.35,821.94
Canterbury-Surrey Hills-Mont Albert,house,4,3127.0,1,2025 Q4,1100.0,1100.35,1083.06,1117.64
Carlton North,flat,1,3054.0,1,2025 Q4,430.0,434.81,417.52,452.1
Carlton North,flat,2,3054.0,1,2025 Q4,600.0,605.06,587.77,622.35
Carlton North,flat,3,3054.0,1,2025 Q4,778.0,780.58,763.28,797.87
Carlton North,house,2,3054.0,1,2025 Q4,755.0,759.56,742.27,776.85
Carlton North,house,3,3054.0,1,2025 Q4,950.0,953.47,936.18,970.76
Carlton-Parkville,flat,1,3053.0,1,2025 Q4,500.0,504.39,487.1,521.68
Carlton-Parkville,flat,2,3053.0,1,2025 Q4,670.0,674.11,656.82,691.4
Carlton-Parkville,flat,3,3053.0,1,2025 Q4,855.0,857.34,840.05,874.63
Carlton-Parkville,house,2,3053.0,1,2025 Q4,670.0,674.32,657.03,691.61
Carlton-Parkville,house,3,3053.0,1,2025 Q4,950.0,953.85,936.56,971.14
Carlton-Parkville,house,4,3053.0,1,2025 Q4,1100.0,1095.34,1078.04,1112.63
Carnegie,flat,1,3163.0,1,2025 Q4,420.0,424.3,407.0,441.59
Carnegie,flat,2,3163.0,1,2025 Q4,595.0,598.17,580.88,615.46
Carnegie,flat,3,3163.0,1,2025 Q4,775.0,779.63,762.34,796.92
Carnegie,house,2,3163.0,1,2025 Q4,600.0,603.05,585.76,620.35
Carnegie,house,3,3163.0,1,2025 Q4,750.0,752.85,735.55,770.14
Carnegie,house,4,3163.0,1,2025 Q4,1100.0,1105.55,1088.26,1122.84
Castlemaine,flat,2,3450.0,1,2025 Q4,390.0,393.04,375.75,410.33
Castlemaine,house,2,3450.0,1,2025 Q4,430.0,432.42,415.13,449.71
Castlemaine,house,3,3450.0,1,2025 Q4,500.0,503.81,486.52,521.1
Castlemaine,house,4,3450.0,1,2025 Q4,580.0,583.34,566.05,600.63
Caulfield,flat,1,3162.0,1,2025 Q4,500.0,503.55,486.26,520.84
Caulfield,flat,2,3162.0,1,2025 Q4,630.0,634.79,617.5,652.08
Caulfield,flat,3,3162.0,1,2025 Q4,810.0,813.87,796.58,831.16
Caulfield,house,2,3162.0,1,2025 Q4,633.0,636.8,619.5,654.09
Caulfield,house,3,3162.0,1,2025 Q4,850.0,853.2,835.9,870.49
Caulfield,house,4,3162.0,1,2025 Q4,1250.0,1254.54,1237.24,1271.83
Chadstone-Oakleigh,flat,1,3166.0,1,2025 Q4,500.0,502.84,485.55,520.13
Chadstone-Oakleigh,flat,2,3166.0,1,2025 Q4,580.0,583.85,566.56,601.14
Chadstone-Oakleigh,flat,3,3166.0,1,2025 Q4,680.0,682.78,665.49,700.08
Chadstone-Oakleigh,house,2,3166.0,1,2025 Q4,570.0,573.64,556.35,590.93
Chadstone-Oakleigh,house,3,3166.0,1,2025 Q4,630.0,633.03,615.74,650.32
Chadstone-Oakleigh,house,4,3166.0,1,2025 Q4,850.0,852.71,835.42,870.01
Cheltenham,flat,1,3192.0,1,2025 Q4,450.0,453.56,436.27,470.85
Cheltenham,flat,2,3192.0,1,2025 Q4,550.0,554.08,536.79,571.37
Cheltenham,flat,3,3192.0,1,2025 Q4,693.0,695.42,678.12,712.71
Cheltenham,house,2,3192.0,1,2025 Q4,585.0,588.2,570.91,605.49
Cheltenham,house,3,3192.0,1,2025 Q4,720.0,723.48,706.19,740.77
Cheltenham,house,4,3192.0,1,2025 Q4,950.0,953.58,936.29,970.87
Clayton,flat,1,3168.0,1,2025 Q4,490.0,494.0,476.71,511.3
Clayton,flat,2,3168.0,1,2025 Q4,590.0,593.47,576.17,610.76
Clayton,flat,3,3168.0,1,2025 Q4,650.0,652.32,635.03,669.62
Clayton,house,2,3168.0,1,2025 Q4,550.0,552.54,535.25,569.83
Clayton,house,3,3168.0,1,2025 Q4,603.0,606.22,588.93,623.52
Clayton,house,4,3168.0,1,2025 Q4,800.0,805.39,788.1,822.68
Coburg-Pascoe Vale South,flat,1,3058.0,1,2025 Q4,425.0,427.62,410.32,444.91
Coburg-Pascoe Vale South,flat,2,3058.0,1,2025 Q4,550.0,553.38,536.09,570.67
Coburg-Pascoe Vale South,flat,3,3058.0,1,2025 Q4,700.0,704.39,687.1,721.68
Coburg-Pascoe Vale South,house,2,3058.0,1,2025 Q4,580.0,583.51,566.22,600.8
Coburg-Pascoe Vale South,house,3,3058.0,1,2025 Q4,710.0,712.63,695.34,729.92
Coburg-Pascoe Vale South,house,4,3058.0,1,2025 Q4,850.0,851.64,834.35,868.93
Collingwood-Abbotsford,flat,1,3066.0,1,2025 Q4,520.0,524.28,506.99,541.58
Collingwood-Abbotsford,flat,2,3066.0,1,2025 Q4,695.0,698.95,681.66,716.24
Collingwood-Abbotsford,flat,3,3066.0,1,2025 Q4,1000.0,1000.55,983.26,1017.84
Collingwood-Abbotsford,house,2,3066.0,1,2025 Q4,720.0,723.87,706.58,741.16
Collingwood-Abbotsford,house,3,3066.0,1,2025 Q4,950.0,953.97,936.68,971.26
Corio,flat,1,3214.0,1,2025 Q4,320.0,322.86,305.57,340.15
Corio,flat,2,3214.0,1,2025 Q4,380.0,382.51,365.22,399.81
Corio,flat,3,3214.0,1,2025 Q4,445.0,447.9,430.61,465.19
Corio,house,2,3214.0,1,2025 Q4,380.0,382.99,365.69,400.28
Corio,house,3,3214.0,1,2025 Q4,420.0,424.19,406.89,441.48
Corio,house,4,3214.0,1,2025 Q4,485.0,488.52,471.23,505.81
Craigieburn,flat,2,3064.0,1,2025 Q4,440.0,442.14,424.84,459.43
Craigieburn,flat,3,3064.0,1,2025 Q4,485.0,488.02,470.72,505.31
Craigieburn,house,2,3064.0,1,2025 Q4,450.0,452.76,435.47,470.05
Craigieburn,house,3,3064.0,1,2025 Q4,500.0,502.79,485.5,520.08
Craigieburn,house,4,3064.0,1,2025 Q4,560.0,563.23,545.94,580.53
Cranbourne,flat,1,3977.0,1,2025 Q4,400.0,401.85,384.56,419.14
Cranbourne,flat,2,3977.0,1,2025 Q4,460.0,462.82,445.53,480.11
Cranbourne,flat,3,3977.0,1,2025 Q4,530.0,533.15,515.86,550.45
Cranbourne,house,2,3977.0,1,2025 Q4,490.0,492.69,475.4,509.98
Cranbourne,house,3,3977.0,1,2025 Q4,550.0,553.4,536.11,570.69
Cranbourne,house,4,3977.0,1,2025 Q4,600.0,603.16,585.87,620.46
Croydon-Lilydale,flat,1,3136.0,1,2025 Q4,363.0,368.03,350.74,385.32
Croydon-Lilydale,flat,2,3136.0,1,2025 Q4,500.0,503.28,485.99,520.57
Croydon-Lilydale,flat,3,3136.0,1,2025 Q4,620.0,623.57,606.28,640.86
Croydon-Lilydale,house,2,3136.0,1,2025 Q4,525.0,528.99,511.7,546.29
Croydon-Lilydale,house,3,3136.0,1,2025 Q4,600.0,604.01,586.71,621.3
Croydon-Lilydale,house,4,3136.0,1,2025 Q4,730.0,734.24,716.94,751.53
Dandenong,flat,1,3175.0,1,2025 Q4,375.0,378.84,361.54,396.13
Dandenong,flat,2,3175.0,1,2025 Q4,450.0,453.85,436.56,471.14
Dandenong,flat,3,3175.0,1,2025 Q4,570.0,572.02,554.73,589.32
Dandenong,house,2,3175.0,1,2025 Q4,490.0,492.01,474.72,509.3
Dandenong,house,3,3175.0,1,2025 Q4,560.0,563.35,546.06,580.64
Dandenong,house,4,3175.0,1,2025 Q4,750.0,752.63,735.34,769.93
Dandenong North-Endeavour Hills,flat,1,3177.0,1,2025 Q4,350.0,353.02,335.72,370.31
Dandenong North-Endeavour Hills,flat,2,3177.0,1,2025 Q4,468.0,470.7,453.4,487.99
Dandenong North-Endeavour Hills,flat,3,3177.0,1,2025 Q4,550.0,553.53,536.23,570.82
Dandenong North-Endeavour Hills,house,2,3177.0,1,2025 Q4,475.0,478.99,461.7,496.28
Dandenong North-Endeavour Hills,house,3,3177.0,1,2025 Q4,530.0,533.43,516.14,550.72
Dandenong North-Endeavour Hills,house,4,3177.0,1,2025 Q4,630.0,633.95,616.66,651.24
Docklands,flat,1,3008.0,1,2025 Q4,600.0,606.38,589.09,623.67
Docklands,flat,2,3008.0,1,2025 Q4,763.0,768.28,750.99,785.57
Docklands,flat,3,3008.0,1,2025 Q4,1200.0,1202.34,1185.05,1219.63
Doncaster East-Donvale,flat,1,3109.0,1,2025 Q4,470.0,472.34,455.05,489.63
Doncaster East-Donvale,flat,2,3109.0,1,2025 Q4,575.0,578.07,560.78,595.36
Doncaster East-Donvale,flat,3,3109.0,1,2025 Q4,695.0,699.42,682.13,716.71
Doncaster East-Donvale,house,2,3109.0,1,2025 Q4,530.0,531.94,514.65,549.23
Doncaster East-Donvale,house,3,3109.0,1,2025 Q4,680.0,684.0,666.71,701.3
Doncaster East-Donvale,house,4,3109.0,1,2025 Q4,830.0,833.43,816.13,850.72
Dromana-Portsea,flat,1,3936.0,1,2025 Q4,393.0,395.05,377.76,412.35
Dromana-Portsea,flat,2,3936.0,1,2025 Q4,478.0,481.64,464.35,498.94
Dromana-Portsea,flat,3,3936.0,1,2025 Q4,600.0,603.38,586.09,620.68
Dromana-Portsea,house,2,3936.0,1,2025 Q4,490.0,493.71,476.42,511.01
Dromana-Portsea,house,3,3936.0,1,2025 Q4,570.0,573.93,556.64,591.22
Dromana-Portsea,house,4,3936.0,1,2025 Q4,745.0,748.33,731.04,765.63
East Brunswick,flat,1,3057.0,1,2025 Q4,500.0,503.83,486.53,521.12
East Brunswick,flat,2,3057.0,1,2025 Q4,625.0,629.33,612.03,646.62
East Brunswick,flat,3,3057.0,1,2025 Q4,880.0,881.49,864.2,898.79
East Brunswick,house,2,3057.0,1,2025 Q4,710.0,711.71,694.42,729.01
East Brunswick,house,3,3057.0,1,2025 Q4,880.0,881.81,864.52,899.1
East Brunswick,house,4,3057.0,1,2025 Q4,1100.0,1107.73,1090.44,1125.02
East Hawthorn,flat,1,3123.0,1,2025 Q4,490.0,494.63,477.33,511.92
East Hawthorn,flat,2,3123.0,1,2025 Q4,610.0,614.39,597.1,631.68
East Hawthorn,flat,3,3123.0,1,2025 Q4,890.0,893.71,876.42,911.0
East Hawthorn,house,2,3123.0,1,2025 Q4,698.0,702.02,684.73,719.31
East Hawthorn,house,3,3123.0,1,2025 Q4,898.0,901.66,884.37,918.96
East Hawthorn,house,4,3123.0,1,2025 Q4,1300.0,1300.86,1283.56,1318.15
East Melbourne,flat,1,3002.0,1,2025 Q4,520.0,524.58,507.29,541.87
East Melbourne,flat,2,3002.0,1,2025 Q4,690.0,694.83,677.54,712.13
East Melbourne,flat,3,3002.0,1,2025 Q4,1175.0,1181.26,1163.97,1198.56
East Melbourne,house,3,3002.0,1,2025 Q4,1100.0,1089.08,1071.78,1106.37
East St Kilda,flat,1,3183.0,1,2025 Q4,425.0,430.31,413.02,447.6
East St Kilda,flat,2,3183.0,1,2025 Q4,575.0,579.73,562.44,597.02
East St Kilda,flat,3,3183.0,1,2025 Q4,840.0,842.58,825.29,859.87
East St Kilda,house,2,3183.0,1,2025 Q4,763.0,765.27,747.98,782.56
East St Kilda,house,3,3183.0,1,2025 Q4,900.0,898.51,881.22,915.8
East St Kilda,house,4,3183.0,1,2025 Q4,1100.0,1096.2,1078.9,1113.49
Echuca,flat,1,3564.0,1,2025 Q4,278.0,281.03,263.74,298.32
Echuca,flat,2,3564.0,1,2025 Q4,420.0,424.24,406.94,441.53
Echuca,flat,3,3564.0,1,2025 Q4,450.0,451.32,434.03,468.61
Echuca,house,2,3564.0,1,2025 Q4,418.0,421.3,404.01,438.59
Echuca,house,3,3564.0,1,2025 Q4,520.0,523.9,506.61,541.2
Echuca,house,4,3564.0,1,2025 Q4,640.0,644.2,626.9,661.49
Elsternwick,flat,1,3185.0,1,2025 Q4,440.0,444.5,427.21,461.8
Elsternwick,flat,2,3185.0,1,2025 Q4,600.0,603.28,585.99,620.57
Elsternwick,flat,3,3185.0,1,2025 Q4,800.0,800.92,783.63,818.21
Elsternwick,house,2,3185.0,1,2025 Q4,718.0,721.1,703.81,738.39
Elsternwick,house,3,3185.0,1,2025 Q4,900.0,901.21,883.91,918.5
Elsternwick,house,4,3185.0,1,2025 Q4,1150.0,1148.17,1130.88,1165.46
Eltham-Research-Montmorency,flat,1,3095.0,1,2025 Q4,360.0,363.64,346.34,380.93
Eltham-Research-Montmorency,flat,2,3095.0,1,2025 Q4,500.0,503.7,486.41,520.99
Eltham-Research-Montmorency,flat,3,3095.0,1,2025 Q4,620.0,623.04,605.75,640.33
Eltham-Research-Montmorency,house,2,3095.0,1,2025 Q4,500.0,502.85,485.56,520.14
Eltham-Research-Montmorency,house,3,3095.0,1,2025 Q4,650.0,653.33,636.04,670.62
Eltham-Research-Montmorency,house,4,3095.0,1,2025 Q4,813.0,815.23,797.94,832.52
Elwood,flat,1,3184.0,1,2025 Q4,450.0,454.34,437.05,471.64
Elwood,flat,2,3184.0,1,2025 Q4,608.0,612.1,594.81,629.39
Elwood,flat,3,3184.0,1,2025 Q4,875.0,875.44,858.15,892.74
Elwood,house,2,3184.0,1,2025 Q4,795.0,798.87,781.58,816.16
Elwood,house,3,3184.0,1,2025 Q4,1095.0,1099.23,1081.94,1116.52
Elwood,house,4,3184.0,1,2025 Q4,1500.0,1489.12,1471.82,1506.41
Essendon,flat,1,3040.0,1,2025 Q4,430.0,433.24,415.95,450.53
Essendon,flat,2,3040.0,1,2025 Q4,510.0,513.46,496.17,530.75
Essendon,flat,3,3040.0,1,2025 Q4,650.0,653.79,636.5,671.08
Essendon,house,2,3040.0,1,2025 Q4,550.0,554.01,536.71,571.3
Essendon,house,3,3040.0,1,2025 Q4,650.0,653.04,635.75,670.34
Essendon,house,4,3040.0,1,2025 Q4,895.0,896.28,878.99,913.57
Fairfield-Alphington,flat,1,3078.0,1,2025 Q4,400.0,404.57,387.28,421.86
Fairfield-Alphington,flat,2,3078.0,1,2025 Q4,575.0,578.44,561.15,595.74
Fairfield-Alphington,flat,3,3078.0,1,2025 Q4,815.0,812.61,795.32,829.9
Fairfield-Alphington,house,2,3078.0,1,2025 Q4,650.0,652.27,634.98,669.56
Fairfield-Alphington,house,3,3078.0,1,2025 Q4,850.0,851.39,834.09,868.68
Fairfield-Alphington,house,4,3078.0,1,2025 Q4,1113.0,1118.5,1101.21,1135.79
Ferntree Gully,flat,2,3156.0,1,2025 Q4,520.0,523.57,506.28,540.86
Ferntree Gully,flat,3,3156.0,1,2025 Q4,580.0,582.43,565.13,599.72
Ferntree Gully,house,2,3156.0,1,2025 Q4,518.0,522.22,504.93,539.51
Ferntree Gully,house,3,3156.0,1,2025 Q4,600.0,603.46,586.17,620.76
Ferntree Gully,house,4,3156.0,1,2025 Q4,720.0,724.28,706.99,741.58
